FL_DATE,UNIQUE_CARRIER,CARRIER,FL_NUM,ORIGIN,ORIGIN_CITY_NAME,ORIGIN_STATE_ABR,DEST,DEST_CITY_NAME,DEST_STATE_ABR,DEP_TIME,DEP_DELAY,ARR_TIME,ARR_DELAY,CANCELLED,CANCELLATION_CODE,AIR_TIME,DISTANCE
08/01/16,AA,AA,706,LAX,"Los Angeles, CA",CA,IND,"Indianapolis, IN",IN,941,-4,1644,-15,0,,216,1814
08/01/16,AA,AA,707,PHL,"Philadelphia, PA",PA,PHX,"Phoenix, AZ",AZ,811,1,1023,11,0,,277,2075
08/01/16,AA,AA,709,PHL,"Philadelphia, PA",PA,SFO,"San Francisco, CA",CA,2025,0,2325,6,0,,318,2521
08/01/16,AA,AA,710,PHX,"Phoenix, AZ",AZ,ORD,"Chicago, IL",IL,1047,17,1612,1,0,,175,1440
08/01/16,AA,AA,711,ORD,"Chicago, IL",IL,PHX,"Phoenix, AZ",AZ,1414,6,1544,-9,0,,179,1440
08/01/16,AA,AA,712,TPA,"Tampa, FL",FL,DCA,"Washington, DC",VA,957,70,1200,60,0,,108,814
08/01/16,AA,AA,713,BOS,"Boston, MA",MA,CLT,"Charlotte, NC",NC,558,-7,813,-11,0,,107,728
08/01/16,AA,AA,713,CLT,"Charlotte, NC",NC,MSP,"Minneapolis, MN",MN,920,0,1042,-19,0,,125,930
08/01/16,AA,AA,714,BOS,"Boston, MA",MA,PHL,"Philadelphia, PA",PA,1642,27,1812,25,0,,57,280
08/01/16,AA,AA,715,PHL,"Philadelphia, PA",PA,BOS,"Boston, MA",MA,1744,-1,1906,-2,0,,45,280
08/01/16,AA,AA,716,LAX,"Los Angeles, CA",CA,PHL,"Philadelphia, PA",PA,836,1,1714,15,0,,310,2402
08/01/16,AA,AA,717,PHL,"Philadelphia, PA",PA,LAX,"Los Angeles, CA",CA,2042,7,2346,24,0,,293,2402
08/01/16,AA,AA,718,ATL,"Atlanta, GA",GA,PHL,"Philadelphia, PA",PA,1445,5,1653,11,0,,98,666
08/01/16,AA,AA,719,PHL,"Philadelphia, PA",PA,ATL,"Atlanta, GA",GA,1836,6,2046,-12,0,,97,666
08/01/16,AA,AA,720,DFW,"Dallas/Fort Worth, TX",TX,CLT,"Charlotte, NC",NC,1252,-3,1623,-13,0,,119,936
08/01/16,AA,AA,721,CLT,"Charlotte, NC",NC,DFW,"Dallas/Fort Worth, TX",TX,1740,0,1918,-3,0,,129,936
08/01/16,AA,AA,722,SFO,"San Francisco, CA",CA,PHL,"Philadelphia, PA",PA,1119,29,1935,23,0,,290,2521
08/01/16,AA,AA,723,PHL,"Philadelphia, PA",PA,SFO,"San Francisco, CA",CA,1600,-5,1859,-10,0,,326,2521
08/01/16,AA,AA,724,LAX,"Los Angeles, CA",CA,CLT,"Charlotte, NC",NC,835,0,1632,-2,0,,257,2125
08/01/16,AA,AA,725,CLT,"Charlotte, NC",NC,LAX,"Los Angeles, CA",CA,1643,3,1843,-7,0,,267,2125
08/01/16,AA,AA,726,LAX,"Los Angeles, CA",CA,PIT,"Pittsburgh, PA",PA,1831,191,206,185,0,,253,2136
08/01/16,AA,AA,727,PIT,"Pittsburgh, PA",PA,LAX,"Los Angeles, CA",CA,636,-4,848,2,0,,267,2136
08/01/16,AA,AA,728,SEA,"Seattle, WA",WA,PHL,"Philadelphia, PA",PA,814,-1,1619,-6,0,,267,2378
08/01/16,AA,AA,729,PHL,"Philadelphia, PA",PA,SEA,"Seattle, WA",WA,1621,6,1907,-8,0,,314,2378
08/01/16,AA,AA,730,TPA,"Tampa, FL",FL,CLT,"Charlotte, NC",NC,1517,-9,1726,12,0,,98,507
08/01/16,AA,AA,731,CLT,"Charlotte, NC",NC,TPA,"Tampa, FL",FL,1833,33,2029,50,0,,74,507
08/01/16,AA,AA,732,MSY,"New Orleans, LA",LA,CLT,"Charlotte, NC",NC,1628,18,1941,32,0,,104,651
08/01/16,AA,AA,733,CLT,"Charlotte, NC",NC,SAT,"San Antonio, TX",TX,2026,-4,2223,4,0,,144,1095
08/01/16,AA,AA,734,LAS,"Las Vegas, NV",NV,PHL,"Philadelphia, PA",PA,1147,48,1927,45,0,,254,2176
08/01/16,AA,AA,735,PHL,"Philadelphia, PA",PA,LAS,"Las Vegas, NV",NV,1612,-3,1847,10,0,,277,2176
08/01/16,AA,AA,738,BOS,"Boston, MA",MA,PHL,"Philadelphia, PA",PA,1803,8,1938,7,0,,61,280
08/01/16,AA,AA,739,PHL,"Philadelphia, PA",PA,BOS,"Boston, MA",MA,1553,18,1710,14,0,,45,280
08/01/16,AA,AA,740,SJU,"San Juan, PR",PR,PHL,"Philadelphia, PA",PA,812,-3,1218,-15,0,,225,1576
08/01/16,AA,AA,741,PHL,"Philadelphia, PA",PA,SJU,"San Juan, PR",PR,1826,21,2337,63,0,,251,1576
08/01/16,AA,AA,742,ORD,"Chicago, IL",IL,PHL,"Philadelphia, PA",PA,1213,-2,1504,-19,0,,85,678
08/01/16,AA,AA,743,PHL,"Philadelphia, PA",PA,ORD,"Chicago, IL",IL,2031,1,2154,1,0,,105,678
08/01/16,AA,AA,744,IAH,"Houston, TX",TX,CLT,"Charlotte, NC",NC,1533,-6,1903,-12,0,,127,912
08/01/16,AA,AA,745,CLT,"Charlotte, NC",NC,IAH,"Houston, TX",TX,2137,78,2310,80,0,,121,912
08/01/16,AA,AA,746,MCO,"Orlando, FL",FL,CLT,"Charlotte, NC",NC,1734,20,1930,25,0,,82,468
08/01/16,AA,AA,747,CLT,"Charlotte, NC",NC,MCO,"Orlando, FL",FL,2018,2,2141,-11,0,,64,468
08/01/16,AA,AA,747,ORD,"Chicago, IL",IL,CLT,"Charlotte, NC",NC,1556,6,1855,9,0,,84,599
08/01/16,AA,AA,748,LAS,"Las Vegas, NV",NV,CLT,"Charlotte, NC",NC,759,-1,1524,5,0,,238,1916
08/01/16,AA,AA,749,CLT,"Charlotte, NC",NC,LAS,"Las Vegas, NV",NV,1831,11,2030,29,0,,241,1916
08/01/16,AA,AA,754,SAN,"San Diego, CA",CA,PHL,"Philadelphia, PA",PA,848,3,1700,2,0,,287,2370
08/01/16,AA,AA,755,PHL,"Philadelphia, PA",PA,SAN,"San Diego, CA",CA,1810,-5,2029,-28,0,,299,2370
08/01/16,AA,AA,756,CLT,"Charlotte, NC",NC,STL,"St. Louis, MO",MO,1503,28,1554,24,0,,87,575
08/01/16,AA,AA,756,DTW,"Detroit, MI",MI,CLT,"Charlotte, NC",NC,1252,62,1417,41,0,,68,500
08/01/16,AA,AA,758,SFO,"San Francisco, CA",CA,PHL,"Philadelphia, PA",PA,630,0,1445,-8,0,,287,2521
08/01/16,AA,AA,759,PHL,"Philadelphia, PA",PA,SFO,"San Francisco, CA",CA,1901,61,2158,52,0,,317,2521
08/01/16,AA,AA,760,CLT,"Charlotte, NC",NC,ATL,"Atlanta, GA",GA,2001,1,2112,-2,0,,41,226
08/01/16,AA,AA,760,MIA,"Miami, FL",FL,CLT,"Charlotte, NC",NC,1715,5,1922,-1,0,,109,650
08/01/16,AA,AA,760,PHX,"Phoenix, AZ",AZ,MIA,"Miami, FL",FL,837,-2,1613,7,0,,249,1972
08/01/16,AA,AA,761,DFW,"Dallas/Fort Worth, TX",TX,PHX,"Phoenix, AZ",AZ,714,-1,732,-9,0,,116,868
08/01/16,AA,AA,763,PHL,"Philadelphia, PA",PA,SEA,"Seattle, WA",WA,738,3,1030,3,0,,333,2378
08/01/16,AA,AA,765,CLT,"Charlotte, NC",NC,STL,"St. Louis, MO",MO,1813,-2,1916,0,0,,85,575
08/01/16,AA,AA,765,IAH,"Houston, TX",TX,CLT,"Charlotte, NC",NC,1332,-8,1710,-6,0,,117,912
08/01/16,AA,AA,765,STL,"St. Louis, MO",MO,PHX,"Phoenix, AZ",AZ,2029,-11,2121,-30,0,,159,1262
08/01/16,AA,AA,766,SEA,"Seattle, WA",WA,PHL,"Philadelphia, PA",PA,1134,9,1924,-13,0,,259,2378
08/01/16,AA,AA,767,PHX,"Phoenix, AZ",AZ,CLT,"Charlotte, NC",NC,1002,-3,1733,18,0,,227,1773
08/01/16,AA,AA,768,MCO,"Orlando, FL",FL,PHL,"Philadelphia, PA",PA,1525,-6,1812,7,0,,120,861
08/01/16,AA,AA,769,PHL,"Philadelphia, PA",PA,MCO,"Orlando, FL",FL,1608,8,1847,11,0,,130,861
08/01/16,AA,AA,770,MCO,"Orlando, FL",FL,CLT,"Charlotte, NC",NC,827,-3,959,-15,0,,71,468
08/01/16,AA,AA,771,PHL,"Philadelphia, PA",PA,SJU,"San Juan, PR",PR,953,3,1358,6,0,,207,1576
08/01/16,AA,AA,772,SJU,"San Juan, PR",PR,PHL,"Philadelphia, PA",PA,1455,-5,1840,-23,0,,208,1576
08/01/16,AA,AA,773,PHL,"Philadelphia, PA",PA,SJU,"San Juan, PR",PR,1304,69,,,1,B,,1576
08/01/16,AA,AA,774,SFO,"San Francisco, CA",CA,PHL,"Philadelphia, PA",PA,1418,48,2228,36,0,,285,2521
08/01/16,AA,AA,775,LAX,"Los Angeles, CA",CA,RDU,"Raleigh/Durham, NC",NC,949,-6,1747,-13,0,,275,2238
08/01/16,AA,AA,776,PHX,"Phoenix, AZ",AZ,PHL,"Philadelphia, PA",PA,1211,-4,1950,0,0,,253,2075
08/01/16,AA,AA,777,PHL,"Philadelphia, PA",PA,PHX,"Phoenix, AZ",AZ,1602,2,1759,-9,0,,267,2075
08/01/16,AA,AA,781,PHL,"Philadelphia, PA",PA,LAX,"Los Angeles, CA",CA,741,-4,1045,12,0,,301,2402
08/01/16,AA,AA,782,PBI,"West Palm Beach/Palm Beach, FL",FL,PHL,"Philadelphia, PA",PA,554,-6,830,-7,0,,135,951
08/01/16,AA,AA,783,CLT,"Charlotte, NC",NC,SJU,"San Juan, PR",PR,1155,10,1536,-1,0,,191,1475
08/01/16,AA,AA,783,DFW,"Dallas/Fort Worth, TX",TX,CLT,"Charlotte, NC",NC,713,3,1053,5,0,,115,936
08/01/16,AA,AA,784,PHL,"Philadelphia, PA",PA,LAS,"Las Vegas, NV",NV,1921,21,2126,10,0,,272,2176
08/01/16,AA,AA,785,PHL,"Philadelphia, PA",PA,LAX,"Los Angeles, CA",CA,1800,0,2029,-28,0,,305,2402
08/01/16,AA,AA,786,ATL,"Atlanta, GA",GA,CLT,"Charlotte, NC",NC,1523,-12,1655,-7,0,,44,226
08/01/16,AA,AA,787,CLT,"Charlotte, NC",NC,ATL,"Atlanta, GA",GA,1553,-2,1725,16,0,,42,226
08/01/16,AA,AA,789,RDU,"Raleigh/Durham, NC",NC,LAX,"Los Angeles, CA",CA,1905,0,2108,-32,0,,273,2238
08/01/16,AA,AA,792,MSP,"Minneapolis, MN",MN,PHL,"Philadelphia, PA",PA,1829,-1,2147,-20,0,,119,980
08/01/16,AA,AA,792,PHL,"Philadelphia, PA",PA,MSP,"Minneapolis, MN",MN,1552,-3,1745,-4,0,,146,980
08/01/16,AA,AA,793,BOS,"Boston, MA",MA,CLT,"Charlotte, NC",NC,1743,34,2002,24,0,,114,728
08/01/16,AA,AA,793,CLT,"Charlotte, NC",NC,STL,"St. Louis, MO",MO,2056,26,2141,13,0,,85,575
08/01/16,AA,AA,797,PHL,"Philadelphia, PA",PA,LAX,"Los Angeles, CA",CA,1350,-5,1713,36,0,,308,2402
08/01/16,AA,AA,798,MIA,"Miami, FL",FL,PHL,"Philadelphia, PA",PA,1406,-2,1713,23,0,,154,1013
08/01/16,AA,AA,803,PHX,"Phoenix, AZ",AZ,DSM,"Des Moines, IA",IA,1953,65,31,57,0,,142,1150
08/01/16,AA,AA,807,PHL,"Philadelphia, PA",PA,SAN,"San Diego, CA",CA,1612,-3,1851,-3,0,,299,2370
08/01/16,AA,AA,809,LAS,"Las Vegas, NV",NV,PHL,"Philadelphia, PA",PA,114,15,902,26,0,,269,2176
08/01/16,AA,AA,810,PHL,"Philadelphia, PA",PA,LAS,"Las Vegas, NV",NV,2118,-7,2333,-6,0,,288,2176
08/01/16,AA,AA,813,CLT,"Charlotte, NC",NC,BOS,"Boston, MA",MA,40,10,243,8,0,,101,728
08/01/16,AA,AA,814,TPA,"Tampa, FL",FL,PHL,"Philadelphia, PA",PA,1358,-2,1621,-14,0,,120,920
08/01/16,AA,AA,820,CLT,"Charlotte, NC",NC,PHL,"Philadelphia, PA",PA,18,-2,142,-13,0,,65,449
08/01/16,AA,AA,821,SYR,"Syracuse, NY",NY,CLT,"Charlotte, NC",NC,800,0,959,-7,0,,93,603
08/01/16,AA,AA,823,IAH,"Houston, TX",TX,CLT,"Charlotte, NC",NC,508,-7,835,-6,0,,124,912
08/01/16,AA,AA,824,BOS,"Boston, MA",MA,PHL,"Philadelphia, PA",PA,814,14,952,22,0,,57,280
08/01/16,AA,AA,826,PHL,"Philadelphia, PA",PA,SLC,"Salt Lake City, UT",UT,1757,-2,2032,-24,0,,253,1927
08/01/16,AA,AA,829,BUF,"Buffalo, NY",NY,CLT,"Charlotte, NC",NC,620,0,808,-3,0,,80,546
08/01/16,AA,AA,830,CLT,"Charlotte, NC",NC,PHL,"Philadelphia, PA",PA,1800,30,1949,42,0,,73,449
08/01/16,AA,AA,832,SFO,"San Francisco, CA",CA,PHL,"Philadelphia, PA",PA,20,-5,830,-12,0,,286,2521
08/01/16,AA,AA,834,PHL,"Philadelphia, PA",PA,TPA,"Tampa, FL",FL,1749,-6,2027,-4,0,,129,920
08/01/16,AA,AA,838,CLT,"Charlotte, NC",NC,RDU,"Raleigh/Durham, NC",NC,107,37,153,34,0,,30,130
08/01/16,AA,AA,839,PHL,"Philadelphia, PA",PA,MCO,"Orlando, FL",FL,2051,-4,2308,-19,0,,111,861
08/01/16,AA,AA,840,RDU,"Raleigh/Durham, NC",NC,CLT,"Charlotte, NC",NC,708,-2,803,-10,0,,26,130
08/01/16,AA,AA,848,ORF,"Norfolk, VA",VA,CLT,"Charlotte, NC",NC,1104,-5,1215,-12,0,,51,290
08/01/16,AA,AA,849,ATL,"Atlanta, GA",GA,PHL,"Philadelphia, PA",PA,1943,-2,2141,-9,0,,93,666
08/01/16,AA,AA,850,CLT,"Charlotte, NC",NC,BNA,"Nashville, TN",TN,1133,-7,1150,-18,0,,54,328
08/01/16,AA,AA,850,SAT,"San Antonio, TX",TX,CLT,"Charlotte, NC",NC,647,-3,1036,-3,0,,145,1095
08/01/16,AA,AA,851,PHL,"Philadelphia, PA",PA,DEN,"Denver, CO",CO,1804,9,2005,3,0,,210,1558
08/01/16,AA,AA,853,CLT,"Charlotte, NC",NC,ORD,"Chicago, IL",IL,1303,-2,1415,6,0,,95,599
08/01/16,AA,AA,853,MCO,"Orlando, FL",FL,CLT,"Charlotte, NC",NC,1015,-5,1157,-5,0,,73,468
08/01/16,AA,AA,853,ORD,"Chicago, IL",IL,PHX,"Phoenix, AZ",AZ,1540,10,1725,14,0,,198,1440
08/01/16,AA,AA,854,PHL,"Philadelphia, PA",PA,SEA,"Seattle, WA",WA,1756,-4,2038,-23,0,,317,2378
08/01/16,AA,AA,855,SEA,"Seattle, WA",WA,PHL,"Philadelphia, PA",PA,37,-3,833,-8,0,,271,2378
08/01/16,AA,AA,856,CLT,"Charlotte, NC",NC,DCA,"Washington, DC",VA,2025,41,2139,36,0,,52,331
08/01/16,AA,AA,858,BUF,"Buffalo, NY",NY,CLT,"Charlotte, NC",NC,822,-3,1004,-14,0,,80,546
08/01/16,AA,AA,862,DCA,"Washington, DC",VA,MCO,"Orlando, FL",FL,745,-5,953,-16,0,,108,759
08/01/16,AA,AA,862,MCO,"Orlando, FL",FL,DCA,"Washington, DC",VA,1045,-5,1256,-3,0,,103,759
08/01/16,AA,AA,867,PBI,"West Palm Beach/Palm Beach, FL",FL,CLT,"Charlotte, NC",NC,814,-1,1003,-7,0,,93,590
08/01/16,AA,AA,873,CLT,"Charlotte, NC",NC,ATL,"Atlanta, GA",GA,1318,-6,1436,-8,0,,43,226
08/01/16,AA,AA,873,DFW,"Dallas/Fort Worth, TX",TX,CLT,"Charlotte, NC",NC,915,25,1239,9,0,,120,936
08/01/16,AA,AA,875,MSP,"Minneapolis, MN",MN,CLT,"Charlotte, NC",NC,637,-3,956,-18,0,,113,930
08/01/16,AA,AA,876,JAX,"Jacksonville, FL",FL,CLT,"Charlotte, NC",NC,843,-2,1007,-2,0,,56,328
08/01/16,AA,AA,879,MCI,"Kansas City, MO",MO,CLT,"Charlotte, NC",NC,714,4,1040,10,0,,119,808
08/01/16,AA,AA,883,PHL,"Philadelphia, PA",PA,CLT,"Charlotte, NC",NC,630,0,801,-11,0,,71,449
08/01/16,AA,AA,885,LGA,"New York, NY",NY,CLT,"Charlotte, NC",NC,759,0,1002,2,0,,80,544
08/01/16,AA,AA,889,DFW,"Dallas/Fort Worth, TX",TX,PHX,"Phoenix, AZ",AZ,2251,23,2319,24,0,,117,868
08/01/16,AA,AA,890,CLT,"Charlotte, NC",NC,DFW,"Dallas/Fort Worth, TX",TX,2255,45,24,32,0,,122,936
08/01/16,AA,AA,890,MCO,"Orlando, FL",FL,CLT,"Charlotte, NC",NC,1914,-6,2053,-15,0,,76,468
08/01/16,AA,AA,891,BOS,"Boston, MA",MA,CLT,"Charlotte, NC",NC,1104,0,1325,0,0,,104,728
08/01/16,AA,AA,891,CLT,"Charlotte, NC",NC,DFW,"Dallas/Fort Worth, TX",TX,1439,16,1559,-5,0,,124,936
08/01/16,AA,AA,892,PHL,"Philadelphia, PA",PA,CLT,"Charlotte, NC",NC,1903,-2,2059,3,0,,71,449
08/01/16,AA,AA,893,DCA,"Washington, DC",VA,CLT,"Charlotte, NC",NC,652,-7,818,-12,0,,52,331
08/01/16,AA,AA,896,PHX,"Phoenix, AZ",AZ,DSM,"Des Moines, IA",IA,841,-7,1333,-6,0,,142,1150
08/01/16,AA,AA,897,CLT,"Charlotte, NC",NC,MSY,"New Orleans, LA",LA,44,8,131,7,0,,87,651
08/01/16,AA,AA,898,SFO,"San Francisco, CA",CA,CLT,"Charlotte, NC",NC,2219,4,614,6,0,,266,2296
08/01/16,AA,AA,1652,ATL,"Atlanta, GA",GA,MIA,"Miami, FL",FL,1653,-7,1906,4,0,,96,594
08/01/16,AA,AA,1652,CLE,"Cleveland, OH",OH,CLT,"Charlotte, NC",NC,1157,-8,1336,-2,0,,71,430
08/01/16,AA,AA,1652,CLT,"Charlotte, NC",NC,ATL,"Atlanta, GA",GA,1442,-3,1609,7,0,,41,226
08/01/16,AA,AA,1652,MIA,"Miami, FL",FL,SLC,"Salt Lake City, UT",UT,2001,-10,2256,-24,0,,265,2088
08/01/16,AA,AA,1653,CLT,"Charlotte, NC",NC,MCI,"Kansas City, MO",MO,1552,1,1717,4,0,,123,808
08/01/16,AA,AA,1654,CLT,"Charlotte, NC",NC,BDL,"Hartford, CT",CT,725,-5,922,-5,0,,89,644
08/01/16,AA,AA,1654,RDU,"Raleigh/Durham, NC",NC,CLT,"Charlotte, NC",NC,522,-3,605,-13,0,,27,130
08/01/16,AA,AA,1655,PHL,"Philadelphia, PA",PA,BOS,"Boston, MA",MA,822,22,943,15,0,,56,280
08/01/16,AA,AA,1656,BNA,"Nashville, TN",TN,LAX,"Los Angeles, CA",CA,1727,56,1944,49,0,,235,1797
08/01/16,AA,AA,1657,PHL,"Philadelphia, PA",PA,BOS,"Boston, MA",MA,947,-3,1111,-14,0,,51,280
08/01/16,AA,AA,1658,CLT,"Charlotte, NC",NC,FLL,"Fort Lauderdale, FL",FL,109,54,255,49,0,,88,632
08/01/16,AA,AA,1659,PHL,"Philadelphia, PA",PA,BOS,"Boston, MA",MA,1109,-6,1218,-16,0,,45,280
08/01/16,AA,AA,1660,BOS,"Boston, MA",MA,PHL,"Philadelphia, PA",PA,659,-1,834,-3,0,,70,280
08/01/16,AA,AA,1661,MCO,"Orlando, FL",FL,PHL,"Philadelphia, PA",PA,805,-5,1024,-11,0,,123,861
08/01/16,AA,AA,1661,PHL,"Philadelphia, PA",PA,BOS,"Boston, MA",MA,1209,-6,1333,4,0,,44,280
08/01/16,AA,AA,1662,BOS,"Boston, MA",MA,PHL,"Philadelphia, PA",PA,853,-7,1039,9,0,,71,280
08/01/16,AA,AA,1663,PHL,"Philadelphia, PA",PA,BOS,"Boston, MA",MA,1358,-2,1553,31,0,,46,280
08/01/16,AA,AA,1664,BOS,"Boston, MA",MA,PHL,"Philadelphia, PA",PA,1059,-1,1211,-21,0,,57,280
08/01/16,AA,AA,1666,MCO,"Orlando, FL",FL,PHL,"Philadelphia, PA",PA,1751,27,2015,20,0,,117,861
08/01/16,AA,AA,1667,CLT,"Charlotte, NC",NC,EWR,"Newark, NJ",NJ,149,84,324,74,0,,74,529
08/01/16,AA,AA,1668,BOS,"Boston, MA",MA,PHL,"Philadelphia, PA",PA,1210,-5,1335,-8,0,,65,280
08/01/16,AA,AA,1669,LGA,"New York, NY",NY,RDU,"Raleigh/Durham, NC",NC,848,-4,1023,-7,0,,66,431
08/01/16,AA,AA,1669,RDU,"Raleigh/Durham, NC",NC,LGA,"New York, NY",NY,1111,1,1236,-6,0,,64,431
08/01/16,AA,AA,1670,BOS,"Boston, MA",MA,PHL,"Philadelphia, PA",PA,1310,-5,1452,-2,0,,62,280
08/01/16,AA,AA,1671,PHL,"Philadelphia, PA",PA,BOS,"Boston, MA",MA,2021,6,2134,1,0,,43,280
08/01/16,AA,AA,1672,BOS,"Boston, MA",MA,PHL,"Philadelphia, PA",PA,1456,-4,1641,1,0,,61,280
08/01/16,AA,AA,1673,PHL,"Philadelphia, PA",PA,BOS,"Boston, MA",MA,2111,-4,2227,-14,0,,45,280
08/01/16,AA,AA,1674,LAS,"Las Vegas, NV",NV,MIA,"Miami, FL",FL,2206,6,539,-2,0,,258,2174
08/01/16,AA,AA,1675,PHL,"Philadelphia, PA",PA,BOS,"Boston, MA",MA,2246,-4,2352,-12,0,,44,280
08/01/16,AA,AA,1676,MCO,"Orlando, FL",FL,PHX,"Phoenix, AZ",AZ,2037,-3,2155,0,0,,234,1849
08/01/16,AA,AA,1677,CLT,"Charlotte, NC",NC,PIT,"Pittsburgh, PA",PA,1033,48,1154,38,0,,56,366
08/01/16,AA,AA,1677,IND,"Indianapolis, IN",IN,CLT,"Charlotte, NC",NC,700,-5,838,-7,0,,66,427
08/01/16,AA,AA,1678,ATL,"Atlanta, GA",GA,LGA,"New York, NY",NY,1916,141,2125,136,0,,107,762
08/01/16,AA,AA,1678,LGA,"New York, NY",NY,ATL,"Atlanta, GA",GA,1339,-1,1655,40,0,,115,762
08/01/16,AA,AA,1679,BOS,"Boston, MA",MA,PHL,"Philadelphia, PA",PA,1953,-7,2113,-17,0,,61,280
08/01/16,AA,AA,1680,PHL,"Philadelphia, PA",PA,PBI,"West Palm Beach/Palm Beach, FL",FL,1830,0,2134,9,0,,132,951
08/01/16,AA,AA,1681,BWI,"Baltimore, MD",MD,CLT,"Charlotte, NC",NC,1948,46,2131,58,0,,59,361
08/01/16,AA,AA,1682,MCI,"Kansas City, MO",MO,PHL,"Philadelphia, PA",PA,708,8,1105,26,0,,161,1038
08/01/16,AA,AA,1683,ATL,"Atlanta, GA",GA,LGA,"New York, NY",NY,601,-4,758,-17,0,,101,762
08/01/16,AA,AA,1684,DFW,"Dallas/Fort Worth, TX",TX,MCO,"Orlando, FL",FL,1100,-5,1443,-4,0,,132,985
08/01/16,AA,AA,1684,PHL,"Philadelphia, PA",PA,DFW,"Dallas/Fort Worth, TX",TX,723,2,951,1,0,,184,1303
08/01/16,AA,AA,1685,CLT,"Charlotte, NC",NC,PIT,"Pittsburgh, PA",PA,25,4,141,2,0,,58,366
08/01/16,AA,AA,1686,PHL,"Philadelphia, PA",PA,MSP,"Minneapolis, MN",MN,1116,-4,1251,-18,0,,138,980
08/01/16,AA,AA,1687,LGA,"New York, NY",NY,ATL,"Atlanta, GA",GA,2223,143,38,124,0,,106,762
08/01/16,AA,AA,1688,DFW,"Dallas/Fort Worth, TX",TX,MCO,"Orlando, FL",FL,1846,1,2230,2,0,,137,985
08/01/16,AA,AA,1688,MCO,"Orlando, FL",FL,DFW,"Dallas/Fort Worth, TX",TX,1537,-1,1710,-14,0,,133,985
08/01/16,AA,AA,1689,PHL,"Philadelphia, PA",PA,RDU,"Raleigh/Durham, NC",NC,1129,-6,1243,-16,0,,57,337
08/01/16,AA,AA,1689,RDU,"Raleigh/Durham, NC",NC,PHL,"Philadelphia, PA",PA,1331,-8,1506,1,0,,56,337
08/01/16,AA,AA,1690,CLT,"Charlotte, NC",NC,JAX,"Jacksonville, FL",FL,11,1,132,9,0,,48,328
08/01/16,AA,AA,1691,PHL,"Philadelphia, PA",PA,MCI,"Kansas City, MO",MO,2008,-7,2147,-16,0,,139,1038
08/01/16,AA,AA,1692,CLT,"Charlotte, NC",NC,BDL,"Hartford, CT",CT,2025,0,2210,-12,0,,86,644
08/01/16,AA,AA,1692,FLL,"Fort Lauderdale, FL",FL,CLT,"Charlotte, NC",NC,1712,2,1921,10,0,,106,632
08/01/16,AA,AA,1693,DFW,"Dallas/Fort Worth, TX",TX,LAS,"Las Vegas, NV",NV,1916,11,1959,3,0,,139,1055
08/01/16,AA,AA,1694,CLT,"Charlotte, NC",NC,MEM,"Memphis, TN",TN,143,93,209,81,0,,70,511
08/01/16,AA,AA,1698,IAH,"Houston, TX",TX,PHL,"Philadelphia, PA",PA,1809,24,2221,13,0,,174,1325
08/01/16,AA,AA,1698,PHL,"Philadelphia, PA",PA,IAH,"Houston, TX",TX,1425,-5,1729,31,0,,181,1325
08/01/16,AA,AA,1699,CLT,"Charlotte, NC",NC,MCI,"Kansas City, MO",MO,243,148,402,146,0,,115,808
08/01/16,AA,AA,1700,CLT,"Charlotte, NC",NC,BDL,"Hartford, CT",CT,1508,39,1717,53,0,,88,644
08/01/16,AA,AA,1700,PIT,"Pittsburgh, PA",PA,CLT,"Charlotte, NC",NC,1234,35,1353,25,0,,59,366
08/01/16,AA,AA,1701,CLT,"Charlotte, NC",NC,MIA,"Miami, FL",FL,1913,53,2116,50,0,,96,650
08/01/16,AA,AA,1701,MCI,"Kansas City, MO",MO,CLT,"Charlotte, NC",NC,1346,-9,1726,12,0,,116,808
08/01/16,AA,AA,1704,CLT,"Charlotte, NC",NC,BDL,"Hartford, CT",CT,41,151,221,136,0,,80,644
08/01/16,AA,AA,1704,DFW,"Dallas/Fort Worth, TX",TX,CLT,"Charlotte, NC",NC,1731,-4,2112,1,0,,124,936
08/01/16,AA,AA,1705,LAS,"Las Vegas, NV",NV,LAX,"Los Angeles, CA",CA,1546,156,1703,154,0,,41,236
08/01/16,AA,AA,1705,LAX,"Los Angeles, CA",CA,LAS,"Las Vegas, NV",NV,1315,130,1442,138,0,,41,236
08/01/16,AA,AA,1706,CLT,"Charlotte, NC",NC,MEM,"Memphis, TN",TN,2237,7,2324,12,0,,76,511
08/01/16,AA,AA,1707,DTW,"Detroit, MI",MI,CLT,"Charlotte, NC",NC,818,-2,1012,3,0,,75,500
08/01/16,AA,AA,1708,ATL,"Atlanta, GA",GA,CLT,"Charlotte, NC",NC,718,-7,846,7,0,,47,226
08/01/16,AA,AA,1708,CLT,"Charlotte, NC",NC,FLL,"Fort Lauderdale, FL",FL,943,-2,1141,-9,0,,87,632
08/01/16,AA,AA,1709,SEA,"Seattle, WA",WA,CLT,"Charlotte, NC",NC,45,0,836,-4,0,,259,2279
08/01/16,AA,AA,1710,BNA,"Nashville, TN",TN,CLT,"Charlotte, NC",NC,624,-1,847,-5,0,,49,328
08/01/16,AA,AA,1711,BWI,"Baltimore, MD",MD,CLT,"Charlotte, NC",NC,515,0,625,-9,0,,54,361
08/01/16,AA,AA,1712,PHX,"Phoenix, AZ",AZ,PHL,"Philadelphia, PA",PA,1458,8,2303,41,0,,243,2075
