Country Name,Country Code,Series Name,Series Code,2015 [YR2015]
"Macedonia, FYR",MKD,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,..
"Macedonia, FYR",MKD,"Air transport, passengers carried",IS.AIR.PSGR,..
"Macedonia, FYR",MKD,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,..
"Macedonia, FYR",MKD,"Burden of customs procedure, WEF (1=extremely inefficient to 7=extremely efficient)",IQ.WEF.CUST.XQ,4.61614869855485
"Macedonia, FYR",MKD,Children out of school (% of primary school age),SE.PRM.UNER.ZS,..
"Macedonia, FYR",MKD,"Children out of school, female (% of female primary school age)",SE.PRM.UNER.FE.ZS,..
"Macedonia, FYR",MKD,"Children out of school, male (% of male primary school age)",SE.PRM.UNER.MA.ZS,..
"Macedonia, FYR",MKD,"Children out of school, primary",SE.PRM.UNER,..
"Macedonia, FYR",MKD,"Children out of school, primary, female",SE.PRM.UNER.FE,..
"Macedonia, FYR",MKD,"Children out of school, primary, male",SE.PRM.UNER.MA,..
"Macedonia, FYR",MKD,Completeness of infant death reporting (% of reported infant deaths to estimated infant deaths),SP.DTH.INFR.ZS,..
"Macedonia, FYR",MKD,Completeness of total death reporting (% of reported total deaths to estimated total deaths),SP.DTH.REPT.ZS,..
"Macedonia, FYR",MKD,Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,..
"Macedonia, FYR",MKD,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,..
"Macedonia, FYR",MKD,Depth of the food deficit (kilocalories per person per day),SN.ITK.DFCT,..
"Macedonia, FYR",MKD,Exclusive breastfeeding (% of children under 6 months),SH.STA.BFED.ZS,..
"Macedonia, FYR",MKD,GINI index (World Bank estimate),SI.POV.GINI,..
"Macedonia, FYR",MKD,"Gross intake ratio in first grade of primary education, female (% of relevant age group)",SE.PRM.GINT.FE.ZS,..
"Macedonia, FYR",MKD,"Gross intake ratio in first grade of primary education, male (% of relevant age group)",SE.PRM.GINT.MA.ZS,..
"Macedonia, FYR",MKD,"Gross intake ratio in first grade of primary education, total (% of relevant age group)",SE.PRM.GINT.ZS,..
"Macedonia, FYR",MKD,Income share held by fourth 20%,SI.DST.04TH.20,..
"Macedonia, FYR",MKD,Income share held by highest 10%,SI.DST.10TH.10,..
"Macedonia, FYR",MKD,Income share held by highest 20%,SI.DST.05TH.20,..
"Macedonia, FYR",MKD,Income share held by lowest 10%,SI.DST.FRST.10,..
"Macedonia, FYR",MKD,Income share held by lowest 20%,SI.DST.FRST.20,..
"Macedonia, FYR",MKD,Income share held by second 20%,SI.DST.02ND.20,..
"Macedonia, FYR",MKD,Income share held by third 20%,SI.DST.03RD.20,..
"Macedonia, FYR",MKD,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,77.854
"Macedonia, FYR",MKD,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,73.249
"Macedonia, FYR",MKD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.4953414634146
"Macedonia, FYR",MKD,Liner shipping connectivity index (maximum value in 2004 = 100),IS.SHP.GCNW.XQ,..
"Macedonia, FYR",MKD,Low-birthweight babies (% of births),SH.STA.BRTW.ZS,..
"Macedonia, FYR",MKD,"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",SH.DYN.NCOM.ZS,22
"Macedonia, FYR",MKD,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,69.71
"Macedonia, FYR",MKD,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,132.682
"Macedonia, FYR",MKD,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,4.8
"Macedonia, FYR",MKD,"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,4.5
"Macedonia, FYR",MKD,"Mortality rate, infant, male (per 1,000 live births)",SP.DYN.IMRT.MA.IN,5.1
"Macedonia, FYR",MKD,"Mortality rate, neonatal (per 1,000 live births)",SH.DYN.NMRT,3.5
"Macedonia, FYR",MKD,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,5.5
"Macedonia, FYR",MKD,"Mortality rate, under-5, female (per 1,000 live births)",SH.DYN.MORT.FE,5.1
"Macedonia, FYR",MKD,"Mortality rate, under-5, male (per 1,000 live births)",SH.DYN.MORT.MA,5.8
"Macedonia, FYR",MKD,Net intake rate in grade 1 (% of official school-age population),SE.PRM.NINT.ZS,..
"Macedonia, FYR",MKD,"Net intake rate in grade 1, female (% of official school-age population)",SE.PRM.NINT.FE.ZS,..
"Macedonia, FYR",MKD,"Net intake rate in grade 1, male (% of official school-age population)",SE.PRM.NINT.MA.ZS,..
"Macedonia, FYR",MKD,Number of infant deaths,SH.DTH.IMRT,119
"Macedonia, FYR",MKD,Number of neonatal deaths,SH.DTH.NMRT,87
"Macedonia, FYR",MKD,Number of under-five deaths,SH.DTH.MORT,135
"Macedonia, FYR",MKD,"Over-age students, primary (% of enrollment)",SE.PRM.OENR.ZS,..
"Macedonia, FYR",MKD,"Over-age students, primary, female (% of female enrollment)",SE.PRM.OENR.FE.ZS,..
"Macedonia, FYR",MKD,"Over-age students, primary, male (% of male enrollment)",SE.PRM.OENR.MA.ZS,..
"Macedonia, FYR",MKD,"Persistence to grade 5, female (% of cohort)",SE.PRM.PRS5.FE.ZS,..
"Macedonia, FYR",MKD,"Persistence to grade 5, male (% of cohort)",SE.PRM.PRS5.MA.ZS,..
"Macedonia, FYR",MKD,"Persistence to grade 5, total (% of cohort)",SE.PRM.PRS5.ZS,..
"Macedonia, FYR",MKD,"Persistence to last grade of primary, female (% of cohort)",SE.PRM.PRSL.FE.ZS,..
"Macedonia, FYR",MKD,"Persistence to last grade of primary, male (% of cohort)",SE.PRM.PRSL.MA.ZS,..
"Macedonia, FYR",MKD,"Persistence to last grade of primary, total (% of cohort)",SE.PRM.PRSL.ZS,..
"Macedonia, FYR",MKD,Prevalence of anemia among children (% of children under 5),SH.ANM.CHLD.ZS,..
"Macedonia, FYR",MKD,Prevalence of anemia among non-pregnant women (% of women ages 15-49),SH.ANM.NPRG.ZS,..
"Macedonia, FYR",MKD,Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,..
"Macedonia, FYR",MKD,Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,..
"Macedonia, FYR",MKD,"Prevalence of overweight, weight for height (% of children under 5)",SH.STA.OWGH.ZS,..
"Macedonia, FYR",MKD,"Prevalence of overweight, weight for height, female (% of children under 5)",SH.STA.OWGH.FE.ZS,..
"Macedonia, FYR",MKD,"Prevalence of overweight, weight for height, male (% of children under 5)",SH.STA.OWGH.MA.ZS,..
"Macedonia, FYR",MKD,"Prevalence of severe wasting, weight for height (% of children under 5)",SH.SVR.WAST.ZS,..
"Macedonia, FYR",MKD,"Prevalence of severe wasting, weight for height, female (% of children under 5)",SH.SVR.WAST.FE.ZS,..
"Macedonia, FYR",MKD,"Prevalence of severe wasting, weight for height, male (% of children under 5)",SH.SVR.WAST.MA.ZS,..
"Macedonia, FYR",MKD,"Prevalence of stunting, height for age (% of children under 5)",SH.STA.STNT.ZS,..
"Macedonia, FYR",MKD,"Prevalence of stunting, height for age, female (% of children under 5)",SH.STA.STNT.FE.ZS,..
"Macedonia, FYR",MKD,"Prevalence of stunting, height for age, male (% of children under 5)",SH.STA.STNT.MA.ZS,..
"Macedonia, FYR",MKD,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,..
"Macedonia, FYR",MKD,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,..
"Macedonia, FYR",MKD,"Prevalence of underweight, weight for age, female (% of children under 5)",SH.STA.MALN.FE.ZS,..
"Macedonia, FYR",MKD,"Prevalence of underweight, weight for age, male (% of children under 5)",SH.STA.MALN.MA.ZS,..
"Macedonia, FYR",MKD,"Prevalence of wasting, weight for height (% of children under 5)",SH.STA.WAST.ZS,..
"Macedonia, FYR",MKD,"Prevalence of wasting, weight for height, female (% of children under 5)",SH.STA.WAST.FE.ZS,..
"Macedonia, FYR",MKD,"Prevalence of wasting, weight for height, male (% of children under 5)",SH.STA.WAST.MA.ZS,..
"Macedonia, FYR",MKD,"Primary education, pupils",SE.PRM.ENRL,..
"Macedonia, FYR",MKD,"Primary education, pupils (% female)",SE.PRM.ENRL.FE.ZS,..
"Macedonia, FYR",MKD,Progression to secondary school (%),SE.SEC.PROG.ZS,..
"Macedonia, FYR",MKD,"Progression to secondary school, female (%)",SE.SEC.PROG.FE.ZS,..
"Macedonia, FYR",MKD,"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,..
"Macedonia, FYR",MKD,Pump price for diesel fuel (US$ per liter),EP.PMP.DESL.CD,..
"Macedonia, FYR",MKD,Pump price for gasoline (US$ per liter),EP.PMP.SGAS.CD,..
"Macedonia, FYR",MKD,"Quality of port infrastructure, WEF (1=extremely underdeveloped to 7=well developed and efficient by international standards)",IQ.WEF.PORT.XQ,3.59537656082297
"Macedonia, FYR",MKD,Rail lines (total route-km),IS.RRS.TOTL.KM,683
"Macedonia, FYR",MKD,"Railways, goods transported (million ton-km)",IS.RRS.GOOD.MT.K6,..
"Macedonia, FYR",MKD,"Railways, passengers carried (million passenger-km)",IS.RRS.PASG.KM,..
"Macedonia, FYR",MKD,"Repeaters, primary, female (% of female enrollment)",SE.PRM.REPT.FE.ZS,..
"Macedonia, FYR",MKD,"Repeaters, primary, male (% of male enrollment)",SE.PRM.REPT.MA.ZS,..
"Macedonia, FYR",MKD,"Repeaters, primary, total (% of total enrollment)",SE.PRM.REPT.ZS,..
"Macedonia, FYR",MKD,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,..
"Macedonia, FYR",MKD,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,..
"Macedonia, FYR",MKD,"School enrollment, preprimary, male (% gross)",SE.PRE.ENRR.MA,..
"Macedonia, FYR",MKD,"School enrollment, primary (% gross)",SE.PRM.ENRR,..
"Macedonia, FYR",MKD,"School enrollment, primary (% net)",SE.PRM.NENR,..
"Macedonia, FYR",MKD,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,..
"Macedonia, FYR",MKD,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,..
"Macedonia, FYR",MKD,"School enrollment, primary, female (% gross)",SE.PRM.ENRR.FE,..
"Macedonia, FYR",MKD,"School enrollment, primary, female (% net)",SE.PRM.NENR.FE,..
"Macedonia, FYR",MKD,"School enrollment, primary, male (% gross)",SE.PRM.ENRR.MA,..
"Macedonia, FYR",MKD,"School enrollment, primary, male (% net)",SE.PRM.NENR.MA,..
"Macedonia, FYR",MKD,"School enrollment, primary, private (% of total primary)",SE.PRM.PRIV.ZS,..
"Macedonia, FYR",MKD,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..
"Macedonia, FYR",MKD,"School enrollment, secondary (% net)",SE.SEC.NENR,..
"Macedonia, FYR",MKD,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,..
"Macedonia, FYR",MKD,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,..
"Macedonia, FYR",MKD,"School enrollment, secondary, female (% net)",SE.SEC.NENR.FE,..
"Macedonia, FYR",MKD,"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,..
"Macedonia, FYR",MKD,"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,..
"Macedonia, FYR",MKD,"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,..
"Macedonia, FYR",MKD,"School enrollment, tertiary (% gross)",SE.TER.ENRR,..
"Macedonia, FYR",MKD,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,..
"Macedonia, FYR",MKD,"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,..
"Macedonia, FYR",MKD,"School enrollment, tertiary, male (% gross)",SE.TER.ENRR.MA,..
"Macedonia, FYR",MKD,"Secondary education, general pupils",SE.SEC.ENRL.GC,..
"Macedonia, FYR",MKD,"Secondary education, general pupils (% female)",SE.SEC.ENRL.GC.FE.ZS,..
"Macedonia, FYR",MKD,"Secondary education, pupils",SE.SEC.ENRL,..
"Macedonia, FYR",MKD,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,..
"Macedonia, FYR",MKD,"Secondary education, vocational pupils",SE.SEC.ENRL.VO,..
"Macedonia, FYR",MKD,"Secondary education, vocational pupils (% female)",SE.SEC.ENRL.VO.FE.ZS,..
"Macedonia, FYR",MKD,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,8
"Macedonia, FYR",MKD,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,87.94545
"Macedonia, FYR",MKD,"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,78.43457
"Macedonia, FYR",MKD,Vitamin A supplementation coverage rate (% of children ages 6-59 months),SN.ITK.VITA.ZS,..
Madagascar,MDG,"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,..
Madagascar,MDG,"Adjusted net enrollment rate, primary, female (% of primary school age children)",SE.PRM.TENR.FE,..
Madagascar,MDG,"Adjusted net enrollment rate, primary, male (% of primary school age children)",SE.PRM.TENR.MA,..
Madagascar,MDG,Adolescents out of school (% of lower secondary school age),SE.SEC.UNER.LO.ZS,..
Madagascar,MDG,"Adolescents out of school, female (% of female lower secondary school age)",SE.SEC.UNER.LO.FE.ZS,..
Madagascar,MDG,"Adolescents out of school, male (% of male lower secondary school age)",SE.SEC.UNER.LO.MA.ZS,..
Madagascar,MDG,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,30.5126078153845
Madagascar,MDG,"Air transport, passengers carried",IS.AIR.PSGR,546946.110317519
Madagascar,MDG,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,10521.4238202247
Madagascar,MDG,"Burden of customs procedure, WEF (1=extremely inefficient to 7=extremely efficient)",IQ.WEF.CUST.XQ,2.99830258074014
Madagascar,MDG,Children out of school (% of primary school age),SE.PRM.UNER.ZS,..
Madagascar,MDG,"Children out of school, female (% of female primary school age)",SE.PRM.UNER.FE.ZS,..
Madagascar,MDG,"Children out of school, male (% of male primary school age)",SE.PRM.UNER.MA.ZS,..
Madagascar,MDG,"Children out of school, primary",SE.PRM.UNER,..
Madagascar,MDG,"Children out of school, primary, female",SE.PRM.UNER.FE,..
Madagascar,MDG,"Children out of school, primary, male",SE.PRM.UNER.MA,..
Madagascar,MDG,Completeness of infant death reporting (% of reported infant deaths to estimated infant deaths),SP.DTH.INFR.ZS,..
Madagascar,MDG,Completeness of total death reporting (% of reported total deaths to estimated total deaths),SP.DTH.REPT.ZS,..
Madagascar,MDG,Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,..
Madagascar,MDG,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,..
Madagascar,MDG,Depth of the food deficit (kilocalories per person per day),SN.ITK.DFCT,227
Madagascar,MDG,Exclusive breastfeeding (% of children under 6 months),SH.STA.BFED.ZS,..
Madagascar,MDG,GINI index (World Bank estimate),SI.POV.GINI,..
Madagascar,MDG,"Gross intake ratio in first grade of primary education, female (% of relevant age group)",SE.PRM.GINT.FE.ZS,180.72855
Madagascar,MDG,"Gross intake ratio in first grade of primary education, male (% of relevant age group)",SE.PRM.GINT.MA.ZS,177.8877
Madagascar,MDG,"Gross intake ratio in first grade of primary education, total (% of relevant age group)",SE.PRM.GINT.ZS,179.29729
Madagascar,MDG,Income share held by fourth 20%,SI.DST.04TH.20,..
Madagascar,MDG,Income share held by highest 10%,SI.DST.10TH.10,..
Madagascar,MDG,Income share held by highest 20%,SI.DST.05TH.20,..
Madagascar,MDG,Income share held by lowest 10%,SI.DST.FRST.10,..
Madagascar,MDG,Income share held by lowest 20%,SI.DST.FRST.20,..
Madagascar,MDG,Income share held by second 20%,SI.DST.02ND.20,..
Madagascar,MDG,Income share held by third 20%,SI.DST.03RD.20,..
Madagascar,MDG,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,67.046
Madagascar,MDG,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,63.994
Madagascar,MDG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,65.4827804878049
Madagascar,MDG,Liner shipping connectivity index (maximum value in 2004 = 100),IS.SHP.GCNW.XQ,11.37
Madagascar,MDG,Low-birthweight babies (% of births),SH.STA.BRTW.ZS,..
Madagascar,MDG,"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",SH.DYN.NCOM.ZS,24
Madagascar,MDG,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,193.947
Madagascar,MDG,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,243.617
Madagascar,MDG,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,35.9
Madagascar,MDG,"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,32.3
Madagascar,MDG,"Mortality rate, infant, male (per 1,000 live births)",SP.DYN.IMRT.MA.IN,39.3
Madagascar,MDG,"Mortality rate, neonatal (per 1,000 live births)",SH.DYN.NMRT,19.7
Madagascar,MDG,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,49.6
Madagascar,MDG,"Mortality rate, under-5, female (per 1,000 live births)",SH.DYN.MORT.FE,45.3
Madagascar,MDG,"Mortality rate, under-5, male (per 1,000 live births)",SH.DYN.MORT.MA,53.6
Madagascar,MDG,Net intake rate in grade 1 (% of official school-age population),SE.PRM.NINT.ZS,76.61446
Madagascar,MDG,"Net intake rate in grade 1, female (% of official school-age population)",SE.PRM.NINT.FE.ZS,78.13293
Madagascar,MDG,"Net intake rate in grade 1, male (% of official school-age population)",SE.PRM.NINT.MA.ZS,75.119
Madagascar,MDG,Number of infant deaths,SH.DTH.IMRT,29429
Madagascar,MDG,Number of neonatal deaths,SH.DTH.NMRT,16189
Madagascar,MDG,Number of under-five deaths,SH.DTH.MORT,40075
Madagascar,MDG,"Over-age students, primary (% of enrollment)",SE.PRM.OENR.ZS,..
Madagascar,MDG,"Over-age students, primary, female (% of female enrollment)",SE.PRM.OENR.FE.ZS,..
Madagascar,MDG,"Over-age students, primary, male (% of male enrollment)",SE.PRM.OENR.MA.ZS,..
Madagascar,MDG,"Persistence to grade 5, female (% of cohort)",SE.PRM.PRS5.FE.ZS,..
Madagascar,MDG,"Persistence to grade 5, male (% of cohort)",SE.PRM.PRS5.MA.ZS,..
Madagascar,MDG,"Persistence to grade 5, total (% of cohort)",SE.PRM.PRS5.ZS,..
Madagascar,MDG,"Persistence to last grade of primary, female (% of cohort)",SE.PRM.PRSL.FE.ZS,..
Madagascar,MDG,"Persistence to last grade of primary, male (% of cohort)",SE.PRM.PRSL.MA.ZS,..
Madagascar,MDG,"Persistence to last grade of primary, total (% of cohort)",SE.PRM.PRSL.ZS,..
Madagascar,MDG,Prevalence of anemia among children (% of children under 5),SH.ANM.CHLD.ZS,..
Madagascar,MDG,Prevalence of anemia among non-pregnant women (% of women ages 15-49),SH.ANM.NPRG.ZS,..
Madagascar,MDG,Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,..
Madagascar,MDG,Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,..
Madagascar,MDG,"Prevalence of overweight, weight for height (% of children under 5)",SH.STA.OWGH.ZS,..
Madagascar,MDG,"Prevalence of overweight, weight for height, female (% of children under 5)",SH.STA.OWGH.FE.ZS,..
Madagascar,MDG,"Prevalence of overweight, weight for height, male (% of children under 5)",SH.STA.OWGH.MA.ZS,..
Madagascar,MDG,"Prevalence of severe wasting, weight for height (% of children under 5)",SH.SVR.WAST.ZS,..
Madagascar,MDG,"Prevalence of severe wasting, weight for height, female (% of children under 5)",SH.SVR.WAST.FE.ZS,..
Madagascar,MDG,"Prevalence of severe wasting, weight for height, male (% of children under 5)",SH.SVR.WAST.MA.ZS,..
Madagascar,MDG,"Prevalence of stunting, height for age (% of children under 5)",SH.STA.STNT.ZS,..
Madagascar,MDG,"Prevalence of stunting, height for age, female (% of children under 5)",SH.STA.STNT.FE.ZS,..
Madagascar,MDG,"Prevalence of stunting, height for age, male (% of children under 5)",SH.STA.STNT.MA.ZS,..
Madagascar,MDG,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,33
Madagascar,MDG,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,..
Madagascar,MDG,"Prevalence of underweight, weight for age, female (% of children under 5)",SH.STA.MALN.FE.ZS,..
Madagascar,MDG,"Prevalence of underweight, weight for age, male (% of children under 5)",SH.STA.MALN.MA.ZS,..
Madagascar,MDG,"Prevalence of wasting, weight for height (% of children under 5)",SH.STA.WAST.ZS,..
Madagascar,MDG,"Prevalence of wasting, weight for height, female (% of children under 5)",SH.STA.WAST.FE.ZS,..
Madagascar,MDG,"Prevalence of wasting, weight for height, male (% of children under 5)",SH.STA.WAST.MA.ZS,..
Madagascar,MDG,"Primary education, pupils",SE.PRM.ENRL,4763524
Madagascar,MDG,"Primary education, pupils (% female)",SE.PRM.ENRL.FE.ZS,49.69886
Madagascar,MDG,Progression to secondary school (%),SE.SEC.PROG.ZS,..
Madagascar,MDG,"Progression to secondary school, female (%)",SE.SEC.PROG.FE.ZS,..
Madagascar,MDG,"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,..
Madagascar,MDG,Pump price for diesel fuel (US$ per liter),EP.PMP.DESL.CD,..
Madagascar,MDG,Pump price for gasoline (US$ per liter),EP.PMP.SGAS.CD,..
Madagascar,MDG,"Quality of port infrastructure, WEF (1=extremely underdeveloped to 7=well developed and efficient by international standards)",IQ.WEF.PORT.XQ,3.19811141426149
Madagascar,MDG,Rail lines (total route-km),IS.RRS.TOTL.KM,..
Madagascar,MDG,"Railways, goods transported (million ton-km)",IS.RRS.GOOD.MT.K6,..
Madagascar,MDG,"Railways, passengers carried (million passenger-km)",IS.RRS.PASG.KM,..
Madagascar,MDG,"Repeaters, primary, female (% of female enrollment)",SE.PRM.REPT.FE.ZS,19.85455
Madagascar,MDG,"Repeaters, primary, male (% of male enrollment)",SE.PRM.REPT.MA.ZS,22.07915
Madagascar,MDG,"Repeaters, primary, total (% of total enrollment)",SE.PRM.REPT.ZS,20.97355
Madagascar,MDG,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,18.06114
Madagascar,MDG,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,18.73145
Madagascar,MDG,"School enrollment, preprimary, male (% gross)",SE.PRE.ENRR.MA,17.40346
Madagascar,MDG,"School enrollment, primary (% gross)",SE.PRM.ENRR,148.89445
Madagascar,MDG,"School enrollment, primary (% net)",SE.PRM.NENR,..
Madagascar,MDG,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.99971
Madagascar,MDG,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,..
Madagascar,MDG,"School enrollment, primary, female (% gross)",SE.PRM.ENRR.FE,148.87308
Madagascar,MDG,"School enrollment, primary, female (% net)",SE.PRM.NENR.FE,..
Madagascar,MDG,"School enrollment, primary, male (% gross)",SE.PRM.ENRR.MA,148.91559
Madagascar,MDG,"School enrollment, primary, male (% net)",SE.PRM.NENR.MA,..
Madagascar,MDG,"School enrollment, primary, private (% of total primary)",SE.PRM.PRIV.ZS,18.5765
Madagascar,MDG,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..
Madagascar,MDG,"School enrollment, secondary (% net)",SE.SEC.NENR,..
Madagascar,MDG,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,..
Madagascar,MDG,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,..
Madagascar,MDG,"School enrollment, secondary, female (% net)",SE.SEC.NENR.FE,..
Madagascar,MDG,"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,..
Madagascar,MDG,"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,..
Madagascar,MDG,"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,..
Madagascar,MDG,"School enrollment, tertiary (% gross)",SE.TER.ENRR,..
Madagascar,MDG,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,..
Madagascar,MDG,"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,..
Madagascar,MDG,"School enrollment, tertiary, male (% gross)",SE.TER.ENRR.MA,..
Madagascar,MDG,"Secondary education, general pupils",SE.SEC.ENRL.GC,1507452
Madagascar,MDG,"Secondary education, general pupils (% female)",SE.SEC.ENRL.GC.FE.ZS,50.04484
Madagascar,MDG,"Secondary education, pupils",SE.SEC.ENRL,..
Madagascar,MDG,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,..
Madagascar,MDG,"Secondary education, vocational pupils",SE.SEC.ENRL.VO,..
Madagascar,MDG,"Secondary education, vocational pupils (% female)",SE.SEC.ENRL.VO.FE.ZS,..
Madagascar,MDG,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,4.6
Madagascar,MDG,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,69.49362
Madagascar,MDG,"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,62.51633
Madagascar,MDG,Vitamin A supplementation coverage rate (% of children ages 6-59 months),SN.ITK.VITA.ZS,..
Malawi,MWI,"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,..
Malawi,MWI,"Adjusted net enrollment rate, primary, female (% of primary school age children)",SE.PRM.TENR.FE,..
Malawi,MWI,"Adjusted net enrollment rate, primary, male (% of primary school age children)",SE.PRM.TENR.MA,..
Malawi,MWI,Adolescents out of school (% of lower secondary school age),SE.SEC.UNER.LO.ZS,17.37374
Malawi,MWI,"Adolescents out of school, female (% of female lower secondary school age)",SE.SEC.UNER.LO.FE.ZS,18.0265
Malawi,MWI,"Adolescents out of school, male (% of male lower secondary school age)",SE.SEC.UNER.LO.MA.ZS,16.72401
Malawi,MWI,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,0.005467548
Malawi,MWI,"Air transport, passengers carried",IS.AIR.PSGR,6010.8
Malawi,MWI,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,1687.02
Malawi,MWI,"Burden of customs procedure, WEF (1=extremely inefficient to 7=extremely efficient)",IQ.WEF.CUST.XQ,3.76397990746932
Malawi,MWI,Children out of school (% of primary school age),SE.PRM.UNER.ZS,..
Malawi,MWI,"Children out of school, female (% of female primary school age)",SE.PRM.UNER.FE.ZS,..
Malawi,MWI,"Children out of school, male (% of male primary school age)",SE.PRM.UNER.MA.ZS,..
Malawi,MWI,"Children out of school, primary",SE.PRM.UNER,..
Malawi,MWI,"Children out of school, primary, female",SE.PRM.UNER.FE,..
Malawi,MWI,"Children out of school, primary, male",SE.PRM.UNER.MA,..
Malawi,MWI,Completeness of infant death reporting (% of reported infant deaths to estimated infant deaths),SP.DTH.INFR.ZS,..
Malawi,MWI,Completeness of total death reporting (% of reported total deaths to estimated total deaths),SP.DTH.REPT.ZS,..
Malawi,MWI,Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,..
Malawi,MWI,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,..
Malawi,MWI,Depth of the food deficit (kilocalories per person per day),SN.ITK.DFCT,139
Malawi,MWI,Exclusive breastfeeding (% of children under 6 months),SH.STA.BFED.ZS,..
Malawi,MWI,GINI index (World Bank estimate),SI.POV.GINI,..
